,PostalCode,DAuid,CSDuid,SAC,DisseminationBlock,DGUID
425820,V2N,59530219,5953023,970,4,2021S4937259530219
468310,V2N,59530219,5953023,970,4,2021S4937359530219
511089,V2N,59530219,5953023,970,5,2021S4937459530219
554146,V2N,59530219,5953023,970,2,2021S4937559530219
661013,V2N,59530219,5953023,970,2,2021S4937659530219
682415,V2N,59530219,5953023,970,4,2021S4937759530219
682416,V2N,59530219,5953023,970,2,2021S4937859530219
703786,V2N,59530219,5953023,970,4,2021S4937959530219
724932,V2N,59530219,5953023,970,1,2021S4938059530219
746387,V2N,59530219,5953023,970,4,2021S4938159530219
810400,V2N,59530219,5953023,970,4,2021S4938259530219
853234,V2N,59530219,5953023,970,2,2021S4938359530219
896173,V2N,59530219,5953023,970,2,2021S4938459530219
938801,V2N,59530219,5953023,970,2,2021S4938559530219
981619,V2N,59530219,5953023,970,2,2021S4938659530219
1003206,V2N,59530219,5953023,970,3,2021S4938759530219
1045884,V2N,59530219,5953023,970,5,2021S4938859530219
1088788,V2N,59530219,5953023,970,1,2021S4938959530219
1110005,V2N,59530219,5953023,970,2,2021S4939059530219
1110013,V2N,59530219,5953023,970,2,2021S4939159530219
1131438,V2N,59530219,5953023,970,1,2021S4939259530219
1345413,V2N,59530219,5953023,970,4,2021S4939359530219
1345424,V2N,59530219,5953023,970,2,2021S4939459530219
211751,V2N,59530220,5953023,970,6,2021S4939559530220
446949,V2N,59530220,5953023,970,1,2021S4939659530220
468311,V2N,59530220,5953023,970,1,2021S4939759530220
532642,V2N,59530220,5953023,970,5,2021S4939859530220
682414,V2N,59530220,5953023,970,1,2021S4939959530220
788886,V2N,59530220,5953023,970,2,2021S4940059530220
810399,V2N,59530220,5953023,970,1,2021S4940159530220
896189,V2N,59530220,5953023,970,5,2021S4940259530220
896202,V2N,59530220,5953023,970,1,2021S4940359530220
1067193,V2N,59530220,5953023,970,5,2021S4940459530220
1110004,V2N,59530220,5953023,970,6,2021S4940559530220
1131425,V2N,59530220,5953023,970,5,2021S4940659530220
1217048,V2N,59530220,5953023,970,5,2021S4940759530220
1302485,V2N,59530220,5953023,970,2,2021S4940859530220
19388,V2N,59530221,5953023,970,9,2021S4940959530221
40740,V2N,59530221,5953023,970,10,2021S4941059530221
147778,V2N,59530221,5953023,970,15,2021S4941159530221
233467,V2N,59530221,5953023,970,5,2021S4941259530221
254825,V2N,59530221,5953023,970,5,2021S4941359530221
276100,V2N,59530221,5953023,970,13,2021S4941459530221
318666,V2N,59530221,5953023,970,16,2021S4941559530221
318678,V2N,59530221,5953023,970,16,2021S4941659530221
340188,V2N,59530221,5953023,970,6,2021S4941759530221
468312,V2N,59530221,5953023,970,10,2021S4941859530221
489884,V2N,59530221,5953023,970,3,2021S4941959530221
532639,V2N,59530221,5953023,970,15,2021S4942059530221
532640,V2N,59530221,5953023,970,9,2021S4942159530221
554166,V2N,59530221,5953023,970,3,2021S4942259530221
596586,V2N,59530221,5953023,970,9,2021S4942359530221
596591,V2N,59530221,5953023,970,10,2021S4942459530221
617934,V2N,59530221,5953023,970,15,2021S4942559530221
703777,V2N,59530221,5953023,970,16,2021S4942659530221
703788,V2N,59530221,5953023,970,10,2021S4942759530221
788882,V2N,59530221,5953023,970,9,2021S4942859530221
810382,V2N,59530221,5953023,970,10,2021S4942959530221
831856,V2N,59530221,5953023,970,3,2021S4943059530221
874824,V2N,59530221,5953023,970,16,2021S4943159530221
917479,V2N,59530221,5953023,970,13,2021S4943259530221
917487,V2N,59530221,5953023,970,6,2021S4943359530221
981620,V2N,59530221,5953023,970,3,2021S4943459530221
1003208,V2N,59530221,5953023,970,10,2021S4943559530221
1045881,V2N,59530221,5953023,970,6,2021S4943659530221
1045885,V2N,59530221,5953023,970,15,2021S4943759530221
1217052,V2N,59530221,5953023,970,10,2021S4943859530221
1302482,V2N,59530221,5953023,970,15,2021S4943959530221
1323755,V2N,59530221,5953023,970,15,2021S4944059530221
1323756,V2N,59530221,5953023,970,15,2021S4944159530221
1323760,V2N,59530221,5953023,970,10,2021S4944259530221
1345416,V2N,59530221,5953023,970,10,2021S4944359530221
169124,V2N,59530222,5953023,970,10,2021S4944459530222
169125,V2N,59530222,5953023,970,2,2021S4944559530222
169126,V2N,59530222,5953023,970,2,2021S4944659530222
190353,V2N,59530222,5953023,970,10,2021S4944759530222
211749,V2N,59530222,5953023,970,3,2021S4944859530222
276073,V2N,59530222,5953023,970,10,2021S4944959530222
318663,V2N,59530222,5953023,970,10,2021S4945059530222
425817,V2N,59530222,5953023,970,10,2021S4945159530222
468304,V2N,59530222,5953023,970,2,2021S4945259530222
554147,V2N,59530222,5953023,970,10,2021S4945359530222
554161,V2N,59530222,5953023,970,10,2021S4945459530222
554162,V2N,59530222,5953023,970,3,2021S4945559530222
554163,V2N,59530222,5953023,970,10,2021S4945659530222
617939,V2N,59530222,5953023,970,2,2021S4945759530222
682411,V2N,59530222,5953023,970,3,2021S4945859530222
682413,V2N,59530222,5953023,970,2,2021S4945959530222
746385,V2N,59530222,5953023,970,10,2021S4946059530222
788887,V2N,59530222,5953023,970,10,2021S4946159530222
810398,V2N,59530222,5953023,970,10,2021S4946259530222
960213,V2N,59530222,5953023,970,10,2021S4946359530222
981607,V2N,59530222,5953023,970,10,2021S4946459530222
1003205,V2N,59530222,5953023,970,10,2021S4946559530222
1088798,V2N,59530222,5953023,970,10,2021S4946659530222
1152895,V2N,59530222,5953023,970,3,2021S4946759530222
1152897,V2N,59530222,5953023,970,10,2021S4946859530222
1259696,V2N,59530222,5953023,970,2,2021S4946959530222
1345425,V2N,59530222,5953023,970,10,2021S4947059530222
1366936,V2N,59530222,5953023,970,10,2021S4947159530222
40734,V2N,59530223,5953023,970,4,2021S4947259530223
40737,V2N,59530223,5953023,970,1,2021S4947359530223
169119,V2N,59530223,5953023,970,7,2021S4947459530223
190349,V2N,59530223,5953023,970,2,2021S4947559530223
211746,V2N,59530223,5953023,970,12,2021S4947659530223
211747,V2N,59530223,5953023,970,2,2021S4947759530223
211748,V2N,59530223,5953023,970,2,2021S4947859530223
254823,V2N,59530223,5953023,970,5,2021S4947959530223
276088,V2N,59530223,5953023,970,13,2021S4948059530223
297352,V2N,59530223,5953023,970,7,2021S4948159530223
361594,V2N,59530223,5953023,970,4,2021S4948259530223
382887,V2N,59530223,5953023,970,5,2021S4948359530223
404230,V2N,59530223,5953023,970,13,2021S4948459530223
446946,V2N,59530223,5953023,970,2,2021S4948559530223
468300,V2N,59530223,5953023,970,2,2021S4948659530223
532638,V2N,59530223,5953023,970,12,2021S4948759530223
596582,V2N,59530223,5953023,970,7,2021S4948859530223
661000,V2N,59530223,5953023,970,12,2021S4948959530223
788885,V2N,59530223,5953023,970,12,2021S4949059530223
853233,V2N,59530223,5953023,970,13,2021S4949159530223
917485,V2N,59530223,5953023,970,12,2021S4949259530223
938812,V2N,59530223,5953023,970,5,2021S4949359530223
981604,V2N,59530223,5953023,970,2,2021S4949459530223
1003202,V2N,59530223,5953023,970,13,2021S4949559530223
1024448,V2N,59530223,5953023,970,1,2021S4949659530223
1109998,V2N,59530223,5953023,970,7,2021S4949759530223
1174358,V2N,59530223,5953023,970,5,2021S4949859530223
1238452,V2N,59530223,5953023,970,2,2021S4949959530223
1302479,V2N,59530223,5953023,970,4,2021S4950059530223
1302484,V2N,59530223,5953023,970,2,2021S4950159530223
1366941,V2N,59530223,5953023,970,13,2021S4950259530223
62201,V2N,59530224,5953023,970,11,2021S4950359530224
104736,V2N,59530224,5953023,970,11,2021S4950459530224
169122,V2N,59530224,5953023,970,11,2021S4950559530224
169133,V2N,59530224,5953023,970,10,2021S4950659530224
169137,V2N,59530224,5953023,970,9,2021S4950759530224
190361,V2N,59530224,5953023,970,11,2021S4950859530224
190363,V2N,59530224,5953023,970,6,2021S4950959530224
254818,V2N,59530224,5953023,970,11,2021S4951059530224
276097,V2N,59530224,5953023,970,11,2021S4951159530224
297354,V2N,59530224,5953023,970,11,2021S4951259530224
297367,V2N,59530224,5953023,970,8,2021S4951359530224
340201,V2N,59530224,5953023,970,11,2021S4951459530224
361604,V2N,59530224,5953023,970,10,2021S4951559530224
361605,V2N,59530224,5953023,970,11,2021S4951659530224
361609,V2N,59530224,5953023,970,8,2021S4951759530224
404239,V2N,59530224,5953023,970,11,2021S4951859530224
425805,V2N,59530224,5953023,970,5,2021S4951959530224
446930,V2N,59530224,5953023,970,11,2021S4952059530224
446957,V2N,59530224,5953023,970,9,2021S4952159530224
468313,V2N,59530224,5953023,970,8,2021S4952259530224
511088,V2N,59530224,5953023,970,11,2021S4952359530224
511098,V2N,59530224,5953023,970,5,2021S4952459530224
554145,V2N,59530224,5953023,970,11,2021S4952559530224
575383,V2N,59530224,5953023,970,10,2021S4952659530224
617942,V2N,59530224,5953023,970,11,2021S4952759530224
639378,V2N,59530224,5953023,970,11,2021S4952859530224
703790,V2N,59530224,5953023,970,11,2021S4952959530224
724931,V2N,59530224,5953023,970,11,2021S4953059530224
746397,V2N,59530224,5953023,970,5,2021S4953159530224
788901,V2N,59530224,5953023,970,6,2021S4953259530224
810395,V2N,59530224,5953023,970,11,2021S4953359530224
810396,V2N,59530224,5953023,970,11,2021S4953459530224
831839,V2N,59530224,5953023,970,11,2021S4953559530224
831855,V2N,59530224,5953023,970,9,2021S4953659530224
896206,V2N,59530224,5953023,970,11,2021S4953759530224
938822,V2N,59530224,5953023,970,11,2021S4953859530224
960222,V2N,59530224,5953023,970,11,2021S4953959530224
981595,V2N,59530224,5953023,970,11,2021S4954059530224
981614,V2N,59530224,5953023,970,10,2021S4954159530224
981615,V2N,59530224,5953023,970,11,2021S4954259530224
1045890,V2N,59530224,5953023,970,11,2021S4954359530224
1067189,V2N,59530224,5953023,970,2,2021S4954459530224
1088797,V2N,59530224,5953023,970,11,2021S4954559530224
1109988,V2N,59530224,5953023,970,11,2021S4954659530224
1110015,V2N,59530224,5953023,970,8,2021S4954759530224
1152884,V2N,59530224,5953023,970,6,2021S4954859530224
1152902,V2N,59530224,5953023,970,11,2021S4954959530224
1152906,V2N,59530224,5953023,970,11,2021S4955059530224
1195733,V2N,59530224,5953023,970,6,2021S4955159530224
1217049,V2N,59530224,5953023,970,8,2021S4955259530224
1238460,V2N,59530224,5953023,970,10,2021S4955359530224
1259697,V2N,59530224,5953023,970,11,2021S4955459530224
1259698,V2N,59530224,5953023,970,8,2021S4955559530224
1281327,V2N,59530224,5953023,970,11,2021S4955659530224
1302496,V2N,59530224,5953023,970,10,2021S4955759530224
1366935,V2N,59530224,5953023,970,11,2021S4955859530224
19390,V2N,59530225,5953023,970,2,2021S4955959530225
19398,V2N,59530225,5953023,970,7,2021S4956059530225
40739,V2N,59530225,5953023,970,1,2021S4956159530225
62213,V2N,59530225,5953023,970,7,2021S4956259530225
126270,V2N,59530225,5953023,970,7,2021S4956359530225
147779,V2N,59530225,5953023,970,7,2021S4956459530225
190356,V2N,59530225,5953023,970,7,2021S4956559530225
233468,V2N,59530225,5953023,970,7,2021S4956659530225
297361,V2N,59530225,5953023,970,7,2021S4956759530225
318677,V2N,59530225,5953023,970,7,2021S4956859530225
511090,V2N,59530225,5953023,970,7,2021S4956959530225
575361,V2N,59530225,5953023,970,7,2021S4957059530225
682425,V2N,59530225,5953023,970,4,2021S4957159530225
703782,V2N,59530225,5953023,970,7,2021S4957259530225
767716,V2N,59530225,5953023,970,7,2021S4957359530225
831849,V2N,59530225,5953023,970,1,2021S4957459530225
874808,V2N,59530225,5953023,970,1,2021S4957559530225
896192,V2N,59530225,5953023,970,7,2021S4957659530225
938815,V2N,59530225,5953023,970,1,2021S4957759530225
981609,V2N,59530225,5953023,970,2,2021S4957859530225
1024450,V2N,59530225,5953023,970,2,2021S4957959530225
1088796,V2N,59530225,5953023,970,4,2021S4958059530225
1131426,V2N,59530225,5953023,970,7,2021S4958159530225
1174362,V2N,59530225,5953023,970,2,2021S4958259530225
1174363,V2N,59530225,5953023,970,2,2021S4958359530225
1195755,V2N,59530225,5953023,970,4,2021S4958459530225
1259699,V2N,59530225,5953023,970,7,2021S4958559530225
1281310,V2N,59530225,5953023,970,1,2021S4958659530225
1345415,V2N,59530225,5953023,970,7,2021S4958759530225
147780,V2N,59530226,5953023,970,16,2021S4958859530226
211754,V2N,59530226,5953023,970,14,2021S4958959530226
297360,V2N,59530226,5953023,970,2,2021S4959059530226
382881,V2N,59530226,5953023,970,4,2021S4959159530226
425823,V2N,59530226,5953023,970,3,2021S4959259530226
554165,V2N,59530226,5953023,970,7,2021S4959359530226
575363,V2N,59530226,5953023,970,13,2021S4959459530226
596589,V2N,59530226,5953023,970,17,2021S4959559530226
596590,V2N,59530226,5953023,970,8,2021S4959659530226
703780,V2N,59530226,5953023,970,2,2021S4959759530226
703781,V2N,59530226,5953023,970,14,2021S4959859530226
767717,V2N,59530226,5953023,970,7,2021S4959959530226
767718,V2N,59530226,5953023,970,7,2021S4960059530226
767719,V2N,59530226,5953023,970,15,2021S4960159530226
810401,V2N,59530226,5953023,970,17,2021S4960259530226
810402,V2N,59530226,5953023,970,9,2021S4960359530226
853235,V2N,59530226,5953023,970,16,2021S4960459530226
874809,V2N,59530226,5953023,970,5,2021S4960559530226
874810,V2N,59530226,5953023,970,7,2021S4960659530226
896191,V2N,59530226,5953023,970,3,2021S4960759530226
938816,V2N,59530226,5953023,970,16,2021S4960859530226
938817,V2N,59530226,5953023,970,16,2021S4960959530226
960227,V2N,59530226,5953023,970,8,2021S4961059530226
1003207,V2N,59530226,5953023,970,11,2021S4961159530226
1067197,V2N,59530226,5953023,970,11,2021S4961259530226
1067198,V2N,59530226,5953023,970,8,2021S4961359530226
1067199,V2N,59530226,5953023,970,9,2021S4961459530226
1088789,V2N,59530226,5953023,970,15,2021S4961559530226
1131427,V2N,59530226,5953023,970,5,2021S4961659530226
1131439,V2N,59530226,5953023,970,9,2021S4961759530226
1281311,V2N,59530226,5953023,970,3,2021S4961859530226
1281312,V2N,59530226,5953023,970,9,2021S4961959530226
1302487,V2N,59530226,5953023,970,11,2021S4962059530226
19395,V2N,59530227,5953023,970,11,2021S4962159530227
19396,V2N,59530227,5953023,970,11,2021S4962259530227
83580,V2N,59530227,5953023,970,8,2021S4962359530227
126261,V2N,59530227,5953023,970,13,2021S4962459530227
169131,V2N,59530227,5953023,970,16,2021S4962559530227
169134,V2N,59530227,5953023,970,16,2021S4962659530227
233475,V2N,59530227,5953023,970,9,2021S4962759530227
254831,V2N,59530227,5953023,970,12,2021S4962859530227
297359,V2N,59530227,5953023,970,13,2021S4962959530227
297363,V2N,59530227,5953023,970,4,2021S4963059530227
297368,V2N,59530227,5953023,970,6,2021S4963159530227
340200,V2N,59530227,5953023,970,4,2021S4963259530227
532650,V2N,59530227,5953023,970,6,2021S4963359530227
575380,V2N,59530227,5953023,970,3,2021S4963459530227
596594,V2N,59530227,5953023,970,3,2021S4963559530227
596595,V2N,59530227,5953023,970,8,2021S4963659530227
596596,V2N,59530227,5953023,970,9,2021S4963759530227
639373,V2N,59530227,5953023,970,12,2021S4963859530227
661020,V2N,59530227,5953023,970,6,2021S4963959530227
682417,V2N,59530227,5953023,970,16,2021S4964059530227
746394,V2N,59530227,5953023,970,8,2021S4964159530227
767721,V2N,59530227,5953023,970,6,2021S4964259530227
767722,V2N,59530227,5953023,970,9,2021S4964359530227
788899,V2N,59530227,5953023,970,3,2021S4964459530227
810411,V2N,59530227,5953023,970,17,2021S4964559530227
874819,V2N,59530227,5953023,970,6,2021S4964659530227
874820,V2N,59530227,5953023,970,3,2021S4964759530227
896200,V2N,59530227,5953023,970,17,2021S4964859530227
896201,V2N,59530227,5953023,970,11,2021S4964959530227
960235,V2N,59530227,5953023,970,11,2021S4965059530227
1024449,V2N,59530227,5953023,970,13,2021S4965159530227
1045889,V2N,59530227,5953023,970,4,2021S4965259530227
1067196,V2N,59530227,5953023,970,14,2021S4965359530227
1088792,V2N,59530227,5953023,970,10,2021S4965459530227
1238453,V2N,59530227,5953023,970,16,2021S4965559530227
1238459,V2N,59530227,5953023,970,17,2021S4965659530227
1281325,V2N,59530227,5953023,970,8,2021S4965759530227
1302486,V2N,59530227,5953023,970,14,2021S4965859530227
1323761,V2N,59530227,5953023,970,3,2021S4965959530227
1323768,V2N,59530227,5953023,970,4,2021S4966059530227
40744,V2N,59530228,5953023,970,16,2021S4966159530228
40746,V2N,59530228,5953023,970,20,2021S4966259530228
83575,V2N,59530228,5953023,970,27,2021S4966359530228
83583,V2N,59530228,5953023,970,23,2021S4966459530228
104749,V2N,59530228,5953023,970,15,2021S4966559530228
190350,V2N,59530228,5953023,970,25,2021S4966659530228
276083,V2N,59530228,5953023,970,26,2021S4966759530228
297365,V2N,59530228,5953023,970,24,2021S4966859530228
297366,V2N,59530228,5953023,970,23,2021S4966959530228
318675,V2N,59530228,5953023,970,24,2021S4967059530228
340199,V2N,59530228,5953023,970,15,2021S4967159530228
446950,V2N,59530228,5953023,970,16,2021S4967259530228
446959,V2N,59530228,5953023,970,25,2021S4967359530228
511096,V2N,59530228,5953023,970,14,2021S4967459530228
575382,V2N,59530228,5953023,970,26,2021S4967559530228
596593,V2N,59530228,5953023,970,27,2021S4967659530228
596599,V2N,59530228,5953023,970,20,2021S4967759530228
596600,V2N,59530228,5953023,970,16,2021S4967859530228
617945,V2N,59530228,5953023,970,24,2021S4967959530228
661010,V2N,59530228,5953023,970,26,2021S4968059530228
682410,V2N,59530228,5953023,970,25,2021S4968159530228
703778,V2N,59530228,5953023,970,27,2021S4968259530228
703785,V2N,59530228,5953023,970,8,2021S4968359530228
703787,V2N,59530228,5953023,970,5,2021S4968459530228
810413,V2N,59530228,5953023,970,21,2021S4968559530228
831853,V2N,59530228,5953023,970,21,2021S4968659530228
874821,V2N,59530228,5953023,970,4,2021S4968759530228
874822,V2N,59530228,5953023,970,5,2021S4968859530228
896203,V2N,59530228,5953023,970,27,2021S4968959530228
896204,V2N,59530228,5953023,970,14,2021S4969059530228
917492,V2N,59530228,5953023,970,3,2021S4969159530228
938824,V2N,59530228,5953023,970,21,2021S4969259530228
981618,V2N,59530228,5953023,970,2,2021S4969359530228
1024455,V2N,59530228,5953023,970,5,2021S4969459530228
1045888,V2N,59530228,5953023,970,26,2021S4969559530228
1088795,V2N,59530228,5953023,970,14,2021S4969659530228
1110011,V2N,59530228,5953023,970,26,2021S4969759530228
1110012,V2N,59530228,5953023,970,3,2021S4969859530228
1281326,V2N,59530228,5953023,970,5,2021S4969959530228
1345414,V2N,59530228,5953023,970,16,2021S4970059530228
1345423,V2N,59530228,5953023,970,8,2021S4970159530228
19394,V2N,59530229,5953042,970,26,2021S4970259530229
19397,V2N,59530229,5953042,970,18,2021S4970359530229
62210,V2N,59530229,5953042,970,18,2021S4970459530229
104748,V2N,59530229,5953042,970,26,2021S4970559530229
169123,V2N,59530229,5953042,970,1,2021S4970659530229
211761,V2N,59530229,5953042,970,18,2021S4970759530229
233473,V2N,59530229,5953042,970,26,2021S4970859530229
233476,V2N,59530229,5953042,970,23,2021S4970959530229
276096,V2N,59530229,5953042,970,4,2021S4971059530229
318674,V2N,59530229,5953042,970,26,2021S4971159530229
382884,V2N,59530229,5953042,970,31,2021S4971259530229
382886,V2N,59530229,5953042,970,17,2021S4971359530229
404229,V2N,59530229,5953042,970,4,2021S4971459530229
425828,V2N,59530229,5953042,970,23,2021S4971559530229
425829,V2N,59530229,5953042,970,3,2021S4971659530229
446958,V2N,59530229,5953042,970,23,2021S4971759530229
468309,V2N,59530229,5953042,970,26,2021S4971859530229
575376,V2N,59530229,5953042,970,18,2021S4971959530229
596597,V2N,59530229,5953042,970,26,2021S4972059530229
639376,V2N,59530229,5953042,970,26,2021S4972159530229
724929,V2N,59530229,5953042,970,26,2021S4972259530229
788900,V2N,59530229,5953042,970,24,2021S4972359530229
810412,V2N,59530229,5953042,970,23,2021S4972459530229
960236,V2N,59530229,5953042,970,30,2021S4972559530229
981605,V2N,59530229,5953042,970,4,2021S4972659530229
981617,V2N,59530229,5953042,970,18,2021S4972759530229
1088793,V2N,59530229,5953042,970,30,2021S4972859530229
1088794,V2N,59530229,5953042,970,1,2021S4972959530229
1152899,V2N,59530229,5953042,970,30,2021S4973059530229
1174360,V2N,59530229,5953042,970,18,2021S4973159530229
1195753,V2N,59530229,5953042,970,26,2021S4973259530229
1217047,V2N,59530229,5953042,970,1,2021S4973359530229
1217053,V2N,59530229,5953042,970,26,2021S4973459530229
1259694,V2N,59530229,5953042,970,7,2021S4973559530229
1323769,V2N,59530229,5953042,970,23,2021S4973659530229
1345411,V2N,59530229,5953042,970,26,2021S4973759530229
1345422,V2N,59530229,5953042,970,24,2021S4973859530229
40738,V2N,59530230,5953042,970,1,2021S4973959530230
62211,V2N,59530230,5953042,970,1,2021S4974059530230
83571,V2N,59530230,5953042,970,11,2021S4974159530230
83582,V2N,59530230,5953042,970,1,2021S4974259530230
104737,V2N,59530230,5953042,970,8,2021S4974359530230
104738,V2N,59530230,5953042,970,8,2021S4974459530230
126257,V2N,59530230,5953042,970,7,2021S4974559530230
126258,V2N,59530230,5953042,970,1,2021S4974659530230
147776,V2N,59530230,5953042,970,15,2021S4974759530230
190352,V2N,59530230,5953042,970,14,2021S4974859530230
211750,V2N,59530230,5953042,970,15,2021S4974959530230
254826,V2N,59530230,5953042,970,13,2021S4975059530230
254827,V2N,59530230,5953042,970,7,2021S4975159530230
254828,V2N,59530230,5953042,970,9,2021S4975259530230
276085,V2N,59530230,5953042,970,3,2021S4975359530230
276086,V2N,59530230,5953042,970,9,2021S4975459530230
297355,V2N,59530230,5953042,970,10,2021S4975559530230
340189,V2N,59530230,5953042,970,6,2021S4975659530230
340190,V2N,59530230,5953042,970,10,2021S4975759530230
361596,V2N,59530230,5953042,970,12,2021S4975859530230
425819,V2N,59530230,5953042,970,14,2021S4975959530230
468301,V2N,59530230,5953042,970,5,2021S4976059530230
468302,V2N,59530230,5953042,970,1,2021S4976159530230
468303,V2N,59530230,5953042,970,12,2021S4976259530230
511087,V2N,59530230,5953042,970,1,2021S4976359530230
575375,V2N,59530230,5953042,970,15,2021S4976459530230
596598,V2N,59530230,5953042,970,13,2021S4976559530230
617935,V2N,59530230,5953042,970,4,2021S4976659530230
617936,V2N,59530230,5953042,970,3,2021S4976759530230
617937,V2N,59530230,5953042,970,14,2021S4976859530230
617944,V2N,59530230,5953042,970,2,2021S4976959530230
639375,V2N,59530230,5953042,970,12,2021S4977059530230
661011,V2N,59530230,5953042,970,1,2021S4977159530230
661012,V2N,59530230,5953042,970,7,2021S4977259530230
682412,V2N,59530230,5953042,970,7,2021S4977359530230
724930,V2N,59530230,5953042,970,11,2021S4977459530230
788884,V2N,59530230,5953042,970,1,2021S4977559530230
831852,V2N,59530230,5953042,970,1,2021S4977659530230
874805,V2N,59530230,5953042,970,1,2021S4977759530230
874806,V2N,59530230,5953042,970,14,2021S4977859530230
874807,V2N,59530230,5953042,970,4,2021S4977959530230
896186,V2N,59530230,5953042,970,1,2021S4978059530230
896187,V2N,59530230,5953042,970,10,2021S4978159530230
917488,V2N,59530230,5953042,970,6,2021S4978259530230
938813,V2N,59530230,5953042,970,13,2021S4978359530230
960225,V2N,59530230,5953042,970,11,2021S4978459530230
981606,V2N,59530230,5953042,970,11,2021S4978559530230
1003203,V2N,59530230,5953042,970,10,2021S4978659530230
1003204,V2N,59530230,5953042,970,1,2021S4978759530230
1024454,V2N,59530230,5953042,970,1,2021S4978859530230
1045882,V2N,59530230,5953042,970,10,2021S4978959530230
1045883,V2N,59530230,5953042,970,2,2021S4979059530230
1067192,V2N,59530230,5953042,970,13,2021S4979159530230
1110002,V2N,59530230,5953042,970,10,2021S4979259530230
1131424,V2N,59530230,5953042,970,10,2021S4979359530230
1152896,V2N,59530230,5953042,970,1,2021S4979459530230
1174361,V2N,59530230,5953042,970,6,2021S4979559530230
1195747,V2N,59530230,5953042,970,1,2021S4979659530230
1238447,V2N,59530230,5953042,970,1,2021S4979759530230
1238448,V2N,59530230,5953042,970,5,2021S4979859530230
1238449,V2N,59530230,5953042,970,5,2021S4979959530230
1238450,V2N,59530230,5953042,970,9,2021S4980059530230
1238451,V2N,59530230,5953042,970,1,2021S4980159530230
1259695,V2N,59530230,5953042,970,1,2021S4980259530230
1323758,V2N,59530230,5953042,970,4,2021S4980359530230
1323759,V2N,59530230,5953042,970,12,2021S4980459530230
1345412,V2N,59530230,5953042,970,15,2021S4980559530230
1366940,V2N,59530230,5953042,970,1,2021S4980659530230
40745,V2N,59530231,5953042,970,32,2021S4980759530231
83572,V2N,59530231,5953042,970,32,2021S4980859530231
83581,V2N,59530231,5953042,970,30,2021S4980959530231
169135,V2N,59530231,5953042,970,12,2021S4981059530231
297356,V2N,59530231,5953042,970,12,2021S4981159530231
297364,V2N,59530231,5953042,970,30,2021S4981259530231
340191,V2N,59530231,5953042,970,30,2021S4981359530231
361606,V2N,59530231,5953042,970,32,2021S4981459530231
382885,V2N,59530231,5953042,970,32,2021S4981559530231
404237,V2N,59530231,5953042,970,12,2021S4981659530231
446948,V2N,59530231,5953042,970,30,2021S4981759530231
468308,V2N,59530231,5953042,970,31,2021S4981859530231
511095,V2N,59530231,5953042,970,33,2021S4981959530231
511097,V2N,59530231,5953042,970,32,2021S4982059530231
554170,V2N,59530231,5953042,970,32,2021S4982159530231
554171,V2N,59530231,5953042,970,31,2021S4982259530231
617943,V2N,59530231,5953042,970,30,2021S4982359530231
639374,V2N,59530231,5953042,970,7,2021S4982459530231
661021,V2N,59530231,5953042,970,30,2021S4982559530231
767715,V2N,59530231,5953042,970,23,2021S4982659530231
853240,V2N,59530231,5953042,970,33,2021S4982759530231
896188,V2N,59530231,5953042,970,12,2021S4982859530231
938823,V2N,59530231,5953042,970,30,2021S4982959530231
960226,V2N,59530231,5953042,970,32,2021S4983059530231
981616,V2N,59530231,5953042,970,32,2021S4983159530231
1003211,V2N,59530231,5953042,970,33,2021S4983259530231
1024453,V2N,59530231,5953042,970,32,2021S4983359530231
1259708,V2N,59530231,5953042,970,16,2021S4983459530231
1345426,V2N,59530231,5953042,970,33,2021S4983559530231
83579,V2N,59530235,5953042,970,3,2021S4983659530235
147785,V2N,59530235,5953042,970,5,2021S4983759530235
169132,V2N,59530235,5953042,970,38,2021S4983859530235
190360,V2N,59530235,5953042,970,39,2021S4983959530235
211760,V2N,59530235,5953042,970,29,2021S4984059530235
254832,V2N,59530235,5953042,970,3,2021S4984159530235
276084,V2N,59530235,5953042,970,2,2021S4984259530235
297362,V2N,59530235,5953042,970,3,2021S4984359530235
340198,V2N,59530235,5953042,970,3,2021S4984459530235
361603,V2N,59530235,5953042,970,39,2021S4984559530235
361607,V2N,59530235,5953042,970,3,2021S4984659530235
404236,V2N,59530235,5953042,970,28,2021S4984759530235
489883,V2N,59530235,5953042,970,39,2021S4984859530235
511094,V2N,59530235,5953042,970,3,2021S4984959530235
532651,V2N,59530235,5953042,970,39,2021S4985059530235
554169,V2N,59530235,5953042,970,4,2021S4985159530235
575381,V2N,59530235,5953042,970,2,2021S4985259530235
596601,V2N,59530235,5953042,970,29,2021S4985359530235
639372,V2N,59530235,5953042,970,28,2021S4985459530235
682422,V2N,59530235,5953042,970,22,2021S4985559530235
724941,V2N,59530235,5953042,970,39,2021S4985659530235
746393,V2N,59530235,5953042,970,39,2021S4985759530235
746395,V2N,59530235,5953042,970,4,2021S4985859530235
767720,V2N,59530235,5953042,970,2,2021S4985959530235
788883,V2N,59530235,5953042,970,2,2021S4986059530235
788897,V2N,59530235,5953042,970,1,2021S4986159530235
788898,V2N,59530235,5953042,970,3,2021S4986259530235
810414,V2N,59530235,5953042,970,5,2021S4986359530235
853239,V2N,59530235,5953042,970,3,2021S4986459530235
896199,V2N,59530235,5953042,970,39,2021S4986559530235
